index,categorie_hdv,category_philo_y,category_educ_y,category_body,category_gen
1146,3,1,0,1,1
1147,3,2,2,4,4
1148,3,5,4,0,3
1149,3,0,0,5,0
1150,0,1,0,3,0
1151,3,1,1,3,1
1152,0,1,3,5,2
1153,2,5,4,5,3
1154,3,1,0,5,1
1155,0,1,0,1,0
1156,3,4,5,3,1
1157,3,5,4,5,3
1158,2,1,0,5,0
1159,0,1,0,3,0
1160,0,5,4,5,3
1161,1,1,3,3,2
1162,0,0,1,5,2
1163,3,2,2,1,4
1164,0,0,1,3,2
1165,3,2,2,4,4
1166,3,4,0,1,0
1167,3,1,0,3,1
1168,1,0,0,2,0
1169,1,4,0,3,0
1170,1,4,3,3,2
1171,3,1,0,5,1
1172,3,4,3,1,1
1173,2,1,1,4,2
1174,3,1,3,0,1
1175,0,1,3,5,2
1176,0,1,0,3,0
1177,0,3,0,5,0
1178,1,1,0,0,0
1179,3,3,0,3,0
1180,3,0,0,1,0
1181,3,3,4,2,3
1182,3,1,0,1,1
1183,0,1,0,3,0
1184,3,1,1,4,1
1185,3,3,0,3,0
1186,3,4,0,1,0
1187,3,0,4,5,3
1188,0,5,4,0,3
1189,0,1,0,0,0
1190,0,1,5,2,2
1191,3,3,0,1,0
1192,3,0,5,5,1
1193,0,0,1,4,2
1194,3,1,4,2,1
1195,3,3,0,3,0
1196,0,4,0,1,0
1197,3,0,3,3,1
1198,5,1,3,1,2
1199,0,1,5,1,2
1200,2,5,4,5,3
1201,5,5,4,1,3
1202,3,5,4,5,3
1203,0,0,3,1,2
1204,0,4,0,5,0
1205,0,1,1,5,2
1206,5,4,1,4,2
1207,0,1,5,1,2
1208,3,4,1,1,1
1209,0,1,1,2,2
1210,3,1,1,4,1
1211,5,2,2,4,4
1212,3,1,0,2,1
1213,0,1,3,5,2
1214,0,1,1,4,2
1215,3,1,0,1,1
1216,3,1,3,1,1
1217,3,5,4,5,3
1218,3,4,3,1,1
1219,3,1,0,0,1
1220,1,4,0,5,0
1221,3,1,5,5,1
1222,4,0,0,5,0
1223,0,1,5,3,2
1224,0,1,0,1,0
1225,3,1,0,3,1
1226,4,0,5,5,2
1227,0,1,0,5,0
1228,0,5,4,5,3
1229,3,0,4,1,3
1230,3,1,0,2,1
1231,0,5,5,0,2
1232,3,4,1,4,1
1233,0,1,5,5,2
1234,0,1,0,5,0
1235,3,5,4,1,3
1236,3,5,4,5,3
1237,3,4,1,1,1
1238,3,4,1,1,1
1239,0,5,4,5,3
1240,2,5,4,1,3
1241,3,1,0,1,1
1242,0,5,5,5,2
1243,0,5,4,1,3
1244,0,1,1,4,2
1245,3,5,5,1,3
1246,3,5,4,1,3
1247,3,4,0,1,0
1248,3,1,0,1,1
1249,3,4,0,0,0
1250,3,3,0,5,0
1251,0,4,0,2,0
1252,0,1,5,5,2
1253,3,0,3,2,1
1254,3,4,0,3,0
1255,0,1,0,5,0
1256,3,1,3,3,1
1257,3,1,1,4,1
1258,3,5,4,5,3
1259,2,1,0,1,0
1260,3,1,0,2,1
1261,1,3,0,2,0
1262,3,4,0,1,0
1263,3,2,2,2,4
1264,0,4,0,2,0
1265,3,4,0,5,0
1266,3,1,1,4,1
1267,3,4,0,5,0
1268,0,1,3,1,2
1269,0,5,4,1,3
1270,3,2,2,4,4
1271,3,3,0,3,0
1272,1,5,4,2,3
1273,3,1,1,2,1
1274,0,5,4,5,3
1275,0,1,5,0,2
1276,3,2,2,4,4
1277,3,1,0,0,1
1278,3,0,0,0,0
1279,3,1,3,3,1
1280,3,0,0,2,0
1281,0,1,3,3,2
1282,3,0,0,1,0
1283,1,1,3,3,2
1284,3,1,1,2,1
1285,3,2,2,4,4
1286,3,1,5,2,1
1287,3,4,5,1,1
1288,0,1,1,4,2
1289,0,2,2,3,4
1290,1,1,5,0,2
1291,0,0,0,3,0
1292,0,4,1,3,2
1293,0,5,4,1,3
1294,3,2,2,3,4
1295,4,5,4,5,3
1296,0,1,0,1,0
1297,3,3,1,4,1
1298,3,3,3,3,1
1299,0,5,4,1,3
1300,0,4,3,5,2
1301,2,1,0,5,0
1302,5,0,0,3,0
1303,3,1,0,5,1
1304,3,0,3,3,1
1305,3,5,4,1,3
1306,0,1,3,1,2
1307,3,4,1,3,1
1308,3,1,3,3,1
1309,3,2,2,1,4
1310,3,1,0,1,1
1311,5,1,0,1,0
1312,0,1,5,4,2
1313,3,0,1,1,1
1314,0,1,0,5,0
1315,3,1,0,5,1
1316,4,1,5,5,2
1317,5,3,1,4,2
1318,0,5,4,5,3
1319,3,0,1,4,1
1320,3,3,1,4,1
1321,2,2,2,4,4
1322,3,0,0,1,0
1323,3,4,3,4,1
1324,1,3,1,3,2
1325,3,0,0,5,0
1326,3,1,5,1,1
1327,0,4,5,1,2
1328,3,3,3,5,1
1329,3,3,0,0,0
1330,0,1,3,1,2
1331,0,4,3,2,2
1332,0,1,3,1,2
1333,3,4,0,0,0
1334,1,1,0,5,0
1335,0,1,0,1,0
1336,3,3,0,2,0
1337,1,0,1,4,2
1338,0,2,2,2,4
1339,3,0,0,3,0
1340,0,3,0,1,0
1341,3,0,0,5,0
1342,3,4,0,2,0
1343,0,2,2,4,4
1344,3,4,3,1,1
1345,1,5,4,0,3
1346,0,1,0,5,0
1347,2,2,2,2,4
1348,3,1,0,1,1
1349,0,0,3,3,2
1350,3,2,2,2,4
1351,0,2,2,4,4
1352,3,1,1,2,1
1353,0,1,0,3,0
1354,3,1,0,3,1
1355,0,5,4,2,3
1356,3,5,4,5,3
1357,3,5,4,1,3
1358,3,1,0,1,1
1359,0,1,5,1,2
1360,0,3,0,5,0
1361,3,1,0,3,1
1362,0,1,5,1,2
1363,3,1,1,0,1
1364,3,5,4,1,3
1365,1,1,5,5,2
1366,2,5,5,1,3
1367,1,1,3,3,2
1368,0,4,1,3,2
1369,2,0,1,3,2
1370,3,5,4,5,3
1371,0,1,3,1,2
1372,0,3,1,0,2
1373,0,1,3,4,2
1374,3,3,1,2,1
1375,3,5,4,2,3
1376,0,1,0,3,0
1377,0,1,0,1,0
1378,3,1,0,2,1
1379,2,4,0,0,0
1380,0,1,0,1,0
1381,0,1,5,1,2
1382,2,1,0,2,0
1383,4,0,3,4,2
1384,3,4,0,2,0
1385,3,1,0,3,1
1386,0,5,3,0,2
1387,1,5,4,0,3
1388,3,1,1,4,1
1389,3,2,2,4,4
1390,0,4,0,3,0
1391,0,1,5,0,2
1392,3,3,5,0,1
1393,2,0,3,1,2
1394,0,1,0,3,0
1395,0,1,0,1,0
1396,0,0,3,0,2
1397,3,5,4,1,3
1398,3,1,1,3,1
1399,0,1,0,1,0
1400,3,1,0,3,1
1401,2,3,5,3,2
1402,0,2,2,4,4
1403,3,2,2,4,4
1404,2,1,5,1,2
1405,3,0,0,5,0
1406,0,1,0,0,0
1407,3,2,2,4,4
1408,2,0,4,1,3
1409,3,1,3,0,1
1410,0,1,4,1,2
1411,3,0,3,3,1
1412,0,5,4,3,3
1413,3,1,0,1,1
1414,3,1,1,3,1
1415,3,1,3,3,1
1416,3,1,3,5,1
1417,3,2,2,3,4
1418,3,4,1,5,1
1419,3,4,3,3,1
1420,3,4,3,3,1
1421,2,1,0,1,0
1422,2,1,3,3,2
1423,0,1,5,3,2
1424,2,1,0,1,0
1425,3,5,4,5,3
1426,0,2,2,4,4
1427,3,1,0,0,1
1428,3,0,3,0,1
1429,3,4,1,1,1
1430,0,1,0,5,0
1431,0,1,0,1,0
1432,3,3,4,0,3
1433,0,1,0,3,0
1434,1,0,0,5,0
1435,0,1,3,5,2
1436,3,2,2,4,4
1437,0,1,5,5,2
1438,2,0,0,5,0
1439,3,1,1,1,1
1440,0,1,3,2,2
1441,0,1,0,3,0
1442,2,1,0,1,0
1443,0,1,5,2,2
1444,0,1,3,3,2
1445,3,0,1,2,1
1446,3,4,1,4,1
1447,0,1,5,5,2
1448,0,4,1,3,2
1449,3,5,4,1,3
1450,3,5,4,0,3
1451,2,1,1,2,2
1452,0,1,0,3,0
1453,3,4,1,1,1
1454,0,1,1,5,2
1455,4,1,0,1,0
1456,0,1,4,1,2
1457,0,1,4,3,2
1458,3,3,4,5,3
1459,3,5,5,1,3
1460,3,1,0,3,1
1461,3,1,4,5,1
1462,3,5,4,0,3
1463,1,2,2,3,4
1464,0,5,4,1,3
1465,2,1,4,3,2
1466,0,1,0,2,0
1467,3,1,0,1,1
1468,3,1,0,3,1
1469,0,1,5,2,2
1470,2,2,2,4,4
1471,1,2,2,4,4
1472,0,4,0,3,0
1473,0,0,0,5,0
1474,1,0,1,0,2
1475,3,0,3,2,1
1476,0,5,4,5,3
1477,3,1,0,1,1
1478,0,3,1,4,2
1479,3,0,1,5,1
1480,0,3,4,5,3
1481,0,2,2,2,4
1482,3,4,0,0,0
1483,3,5,4,1,3
1484,3,4,4,5,3
1485,0,1,3,2,2
1486,3,1,0,3,1
1487,0,1,3,3,2
1488,0,0,5,0,2
1489,0,2,2,4,4
1490,3,1,0,5,1
1491,3,4,1,3,1
1492,2,4,0,2,0
1493,3,1,4,2,1
1494,0,1,0,1,0
1495,1,4,4,1,3
1496,3,5,4,5,3
1497,0,4,0,5,0
1498,1,0,0,3,0
1499,3,1,0,1,1
1500,3,4,0,1,0
1501,3,4,1,3,1
1502,0,1,5,5,2
1503,3,4,1,3,1
1504,0,2,2,1,4
1505,1,4,0,3,0
1506,3,2,2,1,4
1507,0,2,2,3,4
1508,0,4,1,3,2
1509,0,1,1,1,2
1510,3,4,0,3,0
1511,0,3,3,1,2
1512,1,0,0,3,0
1513,3,4,0,1,0
1514,3,2,2,3,4
1515,3,4,0,5,0
1516,0,1,5,4,2
1517,5,0,1,3,2
1518,0,2,2,3,4
1519,3,1,0,1,1
1520,3,1,0,5,1
1521,3,1,1,4,1
1522,1,1,0,0,0
1523,3,1,0,2,1
1524,3,3,3,0,1
1525,3,1,3,4,1
1526,2,0,0,5,0
1527,0,1,0,5,0
1528,3,3,5,1,1
1529,3,0,0,2,0
1530,3,1,0,5,1
1531,3,1,1,1,1
1532,0,2,2,4,4
1533,2,5,4,1,3
1534,3,1,5,5,1
1535,3,4,0,5,0
1536,3,5,4,5,3
1537,3,1,3,5,1
1538,1,1,5,2,2
1539,3,5,5,0,3
1540,0,3,3,5,2
1541,3,0,3,5,1
1542,0,1,3,3,2
1543,0,1,5,1,2
1544,3,1,0,3,1
1545,3,5,4,1,3
1546,3,1,0,3,1
1547,3,0,0,3,0
1548,3,4,1,3,1
1549,0,4,0,1,0
1550,0,1,0,1,0
1551,3,1,4,1,1
1552,3,0,5,1,1
1553,3,1,0,1,1
1554,3,1,5,1,1
1555,0,4,1,2,2
1556,3,1,3,1,1
1557,3,1,1,3,1
1558,2,0,0,2,0
1559,0,1,0,5,0
1560,2,5,4,5,3
1561,0,0,1,1,2
1562,3,0,1,4,1
1563,3,4,3,5,1
1564,3,0,1,1,1
1565,0,1,1,3,2
1566,0,1,0,1,0
1567,3,1,4,1,1
1568,3,4,4,3,1
1569,3,1,5,5,1
1570,3,1,4,1,1
1571,3,5,4,1,3
1572,2,0,0,3,0
1573,5,0,1,3,2
1574,0,1,0,3,0
1575,0,1,0,1,0
1576,0,1,0,5,0
1577,3,1,0,1,1
1578,1,1,3,3,2
1579,3,3,0,1,0
1580,2,0,0,5,0
1581,2,1,1,4,2
1582,0,1,0,1,0
1583,1,5,4,1,3
1584,0,1,0,1,0
1585,3,4,0,1,0
1586,3,4,1,4,1
1587,3,0,3,1,1
1588,3,1,3,3,1
1589,5,1,0,1,0
1590,5,0,0,1,0
1591,3,1,3,0,1
1592,1,4,3,1,2
1593,0,1,0,1,0
1594,3,3,5,5,1
1595,0,1,3,5,2
1596,0,1,0,1,0
1597,0,4,0,1,0
1598,5,1,0,3,0
1599,3,0,1,1,1
1600,0,1,0,1,0
1601,0,1,3,1,2
1602,3,0,5,5,1
1603,3,5,4,1,3
1604,3,4,0,3,0
1605,3,5,4,0,3
1606,5,0,1,3,2
1607,0,1,0,2,0
1608,3,0,1,0,1
1609,3,4,3,4,1
1610,5,2,2,3,4
1611,1,0,3,5,2
1612,4,4,1,5,2
1613,2,1,0,5,0
1614,3,0,1,3,1
1615,2,5,4,5,3
1616,2,1,5,5,2
1617,5,2,2,2,4
1618,2,0,1,3,2
1619,1,1,1,5,2
1620,4,1,5,1,2
1621,2,0,0,1,0
1622,3,0,3,1,1
1623,0,4,3,5,2
1624,3,4,3,3,1
1625,3,1,0,5,1
1626,3,3,4,5,3
1627,1,5,4,0,3
1628,3,4,0,1,0
1629,3,1,5,5,1
1630,0,3,3,1,2
1631,0,1,1,1,2
1632,3,1,0,5,1
1633,3,1,3,4,1
1634,3,0,3,0,1
1635,1,4,0,1,0
1636,1,4,0,0,0
1637,0,1,0,5,0
1638,0,0,0,1,0
1639,3,1,1,4,1
1640,3,1,0,1,1
1641,3,1,0,1,1
1642,1,1,1,1,2
1643,2,4,0,5,0
1644,0,1,5,1,2
1645,3,2,2,1,4
1646,0,2,2,4,4
1647,3,0,0,1,0
1648,0,1,3,4,2
1649,1,3,0,5,0
1650,3,3,0,1,0
1651,3,1,1,2,1
1652,3,1,4,5,1
1653,3,3,0,0,0
1654,0,1,3,5,2
1655,3,1,1,2,1
1656,3,0,0,0,0
1657,3,1,0,2,1
1658,3,4,0,5,0
1659,0,0,3,3,2
1660,0,1,5,5,2
1661,0,0,3,2,2
1662,3,1,0,5,1
1663,2,1,4,0,3
1664,3,1,3,5,1
1665,0,2,2,4,4
1666,1,4,3,3,2
1667,3,0,5,5,1
1668,3,4,0,5,0
1669,0,1,5,3,2
1670,3,0,5,1,1
1671,3,3,3,5,1
1672,0,4,0,3,0
1673,3,1,0,2,1
1674,2,3,0,5,0
1675,3,5,4,5,3
1676,1,1,4,5,3
1677,3,0,0,1,0
1678,1,2,2,3,4
1679,3,4,3,1,1
1680,5,1,0,1,0
1681,4,3,0,0,0
1682,3,4,3,5,1
1683,0,5,4,0,3
1684,0,0,5,0,2
1685,0,2,2,4,4
1686,3,2,2,3,4
1687,2,0,1,2,2
1688,3,0,1,4,1
1689,0,3,0,0,0
1690,3,1,0,1,1
1691,1,0,3,3,2
1692,3,1,5,2,1
1693,3,1,0,3,1
1694,3,3,0,3,0
1695,2,0,5,0,2
1696,2,5,4,1,3
1697,3,1,0,1,1
1698,0,1,0,3,0
1699,0,4,5,0,2
1700,2,0,1,4,2
1701,3,5,4,1,3
1702,3,1,0,3,1
1703,2,5,4,1,3
1704,0,4,0,1,0
1705,3,3,1,2,1
1706,3,1,1,5,1
1707,3,1,1,4,1
1708,2,5,4,0,3
1709,3,4,0,5,0
1710,0,0,0,1,0
1711,3,1,5,3,1
1712,0,5,4,5,3
1713,2,0,1,2,2
1714,3,3,3,0,1
1715,2,3,3,0,2
1716,0,1,3,5,2
1717,3,3,0,0,0
1718,0,1,0,3,0
1719,3,5,4,2,3
1720,3,4,1,3,1
1721,3,1,0,1,1
1722,3,0,1,4,1
1723,3,1,3,3,1
1724,0,5,4,1,3
1725,2,4,0,5,0
1726,3,1,1,1,1
1727,2,1,5,5,2
1728,0,3,3,1,2
1729,3,2,2,3,4
1730,4,1,3,3,2
1731,0,1,5,1,2
1732,3,4,1,5,1
1733,3,1,1,4,1
1734,0,1,0,0,0
1735,3,1,0,1,1
1736,3,1,1,1,1
1737,3,1,5,1,1
1738,5,1,0,1,0
1739,3,1,1,4,1
1740,0,2,2,4,4
1741,3,2,2,3,4
1742,0,1,5,4,2
1743,3,0,1,3,1
1744,1,4,0,1,0
1745,3,0,0,3,0
1746,2,4,0,1,0
1747,0,0,1,5,2
1748,3,0,0,1,0
1749,1,2,2,3,4
1750,3,4,0,3,0
1751,0,1,0,2,0
1752,3,2,2,3,4
1753,0,4,1,3,2
1754,3,1,1,2,1
1755,3,2,2,1,4
1756,5,4,0,5,0
1757,3,1,0,1,1
1758,3,1,3,5,1
1759,2,0,0,3,0
1760,3,2,2,4,4
1761,3,4,1,4,1
1762,3,0,0,0,0
1763,0,1,0,5,0
1764,0,1,5,2,2
1765,1,1,4,3,2
1766,3,2,2,3,4
1767,0,1,0,3,0
1768,0,1,5,1,2
1769,1,0,0,0,0
1770,0,0,1,4,2
1771,2,1,0,0,0
1772,1,1,0,2,0
1773,3,4,1,3,1
1774,3,1,0,1,1
1775,3,0,5,3,1
1776,0,2,2,1,4
1777,1,4,0,5,0
1778,4,1,0,3,0
1779,0,1,5,0,2
1780,0,0,4,1,3
1781,3,1,0,3,1
1782,1,2,2,4,4
1783,3,4,1,4,1
1784,3,1,1,4,1
1785,0,1,0,5,0
1786,0,1,3,1,2
1787,3,5,4,0,3
1788,3,1,0,1,1
1789,0,3,3,3,2
1790,0,1,5,5,2
1791,0,0,4,0,3
1792,3,1,0,1,1
1793,3,2,2,3,4
1794,3,0,0,5,0
1795,0,5,5,1,2
1796,2,5,4,5,3
1797,3,4,0,5,0
1798,3,5,4,2,3
1799,5,1,0,3,0
1800,3,4,5,2,1
1801,2,5,4,5,3
1802,0,5,4,1,3
1803,3,0,0,5,0
1804,0,5,4,2,3
1805,3,1,0,1,1
1806,0,3,3,3,2
1807,3,4,1,0,1
1808,3,0,0,3,0
1809,0,1,0,0,0
1810,3,0,5,1,1
1811,0,2,2,3,4
1812,3,1,3,5,1
1813,0,0,1,1,2
1814,3,4,1,3,1
1815,3,4,0,0,0
1816,3,2,2,4,4
1817,0,4,3,1,2
1818,3,1,0,1,1
1819,1,0,0,2,0
1820,3,1,1,3,1
1821,0,1,3,0,2
1822,0,0,0,3,0
1823,3,5,4,5,3
1824,3,1,0,5,1
1825,3,4,3,3,1
1826,0,1,0,5,0
1827,3,1,3,4,1
1828,3,1,0,1,1
1829,3,1,1,3,1
1830,1,1,3,5,2
1831,3,1,5,1,1
1832,0,1,5,5,2
1833,3,5,4,2,3
1834,3,0,1,4,1
1835,2,3,4,2,3
1836,3,0,3,5,1
1837,3,1,0,3,1
1838,3,0,3,2,1
1839,0,5,4,1,3
1840,0,1,3,3,2
1841,3,1,1,3,1
1842,3,1,1,0,1
1843,3,0,0,1,0
1844,0,3,1,1,2
1845,0,0,0,1,0
1846,3,0,1,4,1
1847,1,1,3,3,2
1848,3,1,3,3,1
1849,3,1,3,3,1
1850,0,4,3,3,2
1851,4,3,4,2,3
1852,0,1,3,1,2
1853,3,4,3,0,1
1854,3,0,3,2,1
1855,5,2,2,4,4
1856,3,3,1,0,1
1857,3,1,0,3,1
1858,3,1,3,1,1
1859,3,1,3,3,1
1860,0,5,4,1,3
1861,3,0,0,0,0
1862,0,0,0,3,0
1863,3,0,4,5,3
1864,3,1,0,2,1
1865,3,1,3,2,1
1866,0,3,3,3,2
1867,0,3,4,5,3
1868,2,1,0,2,0
1869,0,1,0,1,0
1870,2,4,4,5,3
1871,3,2,2,1,4
1872,0,1,1,4,2
1873,3,1,5,5,1
1874,2,0,1,4,2
1875,0,2,2,4,4
1876,1,4,3,3,2
1877,3,1,0,3,1
1878,1,4,3,3,2
1879,1,5,4,3,3
1880,3,1,5,2,1
1881,0,4,5,5,2
1882,3,1,0,2,1
1883,3,1,1,3,1
1884,3,5,4,0,3
1885,3,1,3,3,1
1886,3,2,2,3,4
1887,3,0,1,2,1
1888,3,5,4,5,3
1889,3,0,1,3,1
1890,3,0,0,0,0
1891,3,1,0,5,1
1892,1,5,4,2,3
1893,1,5,4,5,3
1894,0,1,4,3,2
1895,0,0,1,4,2
1896,0,0,1,3,2
1897,3,4,0,2,0
1898,3,2,2,2,4
1899,0,3,5,5,2
1900,4,2,2,3,4
1901,3,4,3,2,1
1902,3,1,0,5,1
1903,2,5,4,2,3
1904,0,1,3,5,2
1905,5,4,5,0,2
1906,0,5,4,2,3
1907,3,1,4,5,1
1908,3,2,2,3,4
1909,3,1,0,1,1
1910,3,4,4,2,3
1911,3,0,1,0,1
1912,0,1,1,3,2
1913,0,5,4,3,3
1914,3,0,1,2,1
1915,0,3,3,5,2
1916,0,3,0,5,0
1917,3,1,0,5,1
1918,3,1,3,0,1
1919,3,0,3,3,1
1920,1,2,2,3,4
1921,0,1,1,4,2
1922,0,1,5,1,2
1923,3,1,3,1,1
1924,0,1,0,2,0
1925,0,1,5,2,2
1926,1,2,2,1,4
1927,3,5,4,5,3
1928,0,0,1,3,2
1929,3,1,1,4,1
1930,3,0,0,5,0
1931,3,1,3,2,1
1932,0,1,0,1,0
1933,0,1,3,5,2
1934,3,1,4,3,1
1935,3,4,3,3,1
1936,0,5,4,0,3
1937,3,0,4,5,3
1938,2,4,0,1,0
1939,3,0,0,1,0
1940,0,3,0,1,0
1941,3,1,0,5,1
1942,3,2,2,4,4
1943,3,1,1,2,1
1944,0,2,2,2,4
1945,2,1,0,3,0
1946,3,5,4,3,3
1947,3,4,0,1,0
1948,3,5,4,5,3
1949,0,1,0,1,0
1950,3,2,2,4,4
1951,0,5,4,0,3
1952,0,2,2,3,4
1953,1,1,1,1,2
1954,0,3,4,3,3
1955,3,1,1,3,1
1956,2,1,0,0,0
1957,3,5,4,5,3
1958,2,0,0,5,0
1959,2,1,0,2,0
1960,1,2,2,4,4
1961,2,2,2,4,4
1962,3,0,0,5,0
1963,1,1,0,0,0
1964,3,5,3,0,1
1965,4,0,5,3,2
1966,0,5,4,1,3
1967,3,3,1,0,1
1968,2,3,4,0,3
1969,3,5,4,2,3
1970,0,1,5,3,2
1971,0,1,0,0,0
1972,2,5,4,1,3
1973,0,5,5,2,2
1974,3,0,1,3,1
1975,3,1,5,1,1
1976,3,1,0,2,1
1977,0,1,5,2,2
1978,0,1,5,2,2
1979,2,0,5,5,2
1980,0,1,0,0,0
1981,3,1,5,5,1
1982,0,5,4,2,3
1983,3,0,3,0,1
1984,3,3,0,3,0
1985,3,3,4,5,3
1986,2,0,0,0,0
1987,3,4,0,1,0
1988,3,3,0,2,0
1989,3,4,1,4,1
1990,3,5,4,1,3
1991,3,5,4,0,3
1992,0,1,1,2,2
1993,3,1,0,5,1
1994,2,3,0,5,0
1995,2,5,4,5,3
1996,0,1,0,1,0
1997,3,0,4,3,1
1998,0,5,4,1,3
1999,3,1,1,3,1
2000,0,2,2,4,4
2001,0,3,0,5,0
2002,3,2,2,4,4
2003,3,2,2,3,4
2004,3,4,0,0,0
2005,0,0,3,2,2
2006,0,1,3,2,2
2007,3,5,4,5,3
2008,0,1,5,4,2
2009,3,2,2,2,4
2010,3,1,3,1,1
2011,3,0,0,2,0
2012,3,4,5,2,1
2013,3,2,2,4,4
2014,3,1,0,5,1
2015,0,5,4,0,3
2016,1,0,4,1,3
2017,0,4,0,3,0
2018,0,5,4,3,3
2019,1,1,5,0,2
2020,0,5,4,0,3
2021,0,0,5,5,2
2022,0,1,0,0,0
2023,3,1,3,3,1
2024,2,5,4,1,3
2025,0,1,0,5,0
2026,1,5,4,5,3
2027,0,1,0,1,0
2028,0,3,0,0,0
2029,0,1,5,5,2
2030,1,1,3,5,2
2031,0,1,5,3,2
2032,3,1,5,3,1
2033,0,3,3,0,2
2034,3,4,0,5,0
2035,3,1,4,3,1
2036,0,0,0,5,0
2037,3,1,0,5,1
2038,1,2,2,3,4
2039,3,0,0,3,0
2040,5,5,4,2,3
2041,3,5,4,0,3
2042,3,0,4,5,3
2043,0,1,1,4,2
2044,1,4,4,3,3
2045,2,1,1,0,2
2046,3,1,0,5,1
2047,1,5,4,5,3
2048,4,0,4,5,3
2049,2,1,3,5,2
2050,1,5,4,0,3
2051,0,2,2,4,4
2052,3,1,0,5,1
2053,3,1,3,3,1
2054,2,4,3,3,2
2055,0,5,4,1,3
2056,0,0,0,5,0
2057,3,4,0,5,0
2058,3,1,1,4,1
2059,2,0,0,5,0
2060,0,1,5,3,2
2061,0,1,1,3,2
2062,0,1,5,0,2
2063,3,4,0,3,0
2064,3,1,3,4,1
2065,2,4,4,0,3
2066,0,3,3,5,2
2067,2,5,4,5,3
2068,0,1,1,4,2
2069,3,1,1,3,1
2070,3,4,1,4,1
2071,3,1,0,1,1
2072,2,0,0,5,0
2073,3,1,0,3,1
2074,3,0,1,0,1
2075,3,4,0,1,0
2076,3,0,0,3,0
2077,3,1,1,3,1
2078,3,5,4,1,3
2079,3,2,2,3,4
2080,3,4,0,1,0
2081,0,1,5,1,2
2082,5,0,0,0,0
2083,0,2,2,4,4
2084,3,4,0,5,0
2085,3,4,0,5,0
2086,0,1,0,5,0
2087,2,1,0,0,0
2088,3,2,2,4,4
2089,3,5,5,5,3
2090,3,4,0,5,0
2091,0,4,4,1,3
2092,2,0,0,0,0
2093,3,5,4,5,3
2094,0,5,4,1,3
2095,3,4,0,1,0
2096,3,1,1,2,1
2097,3,1,1,3,1
2098,3,4,3,4,1
2099,3,5,4,2,3
2100,5,0,5,0,2
2101,3,1,5,3,1
2102,3,1,1,4,1
2103,5,4,0,2,0
2104,0,1,5,2,2
2105,3,1,0,3,1
2106,0,4,0,2,0
2107,3,1,3,0,1
2108,0,5,4,5,3
2109,0,1,1,1,2
2110,2,0,0,1,0
2111,4,4,1,4,2
2112,3,1,3,3,1
2113,0,0,0,3,0
2114,3,1,0,1,1
2115,1,5,4,1,3
2116,3,1,1,3,1
2117,0,1,3,3,2
2118,1,0,1,4,2
2119,0,0,3,3,2
2120,0,4,1,0,2
2121,0,1,5,5,2
2122,2,2,2,2,4
2123,0,1,0,1,0
2124,2,0,0,5,0
2125,3,1,1,0,1
2126,0,2,2,3,4
2127,3,4,0,5,0
2128,2,1,0,1,0
2129,3,5,4,5,3
2130,0,4,1,4,2
2131,1,2,2,4,4
2132,3,3,4,2,3
2133,3,1,1,3,1
2134,3,3,4,0,3
2135,3,0,1,3,1
2136,0,1,3,1,2
2137,2,3,5,2,2
2138,3,2,2,4,4
2139,2,0,0,5,0
2140,4,0,0,5,0
2141,0,0,0,5,0
2142,3,2,2,4,4
2143,3,4,0,5,0
2144,0,1,3,5,2
2145,1,3,1,4,2
2146,2,1,5,3,2
2147,3,2,2,0,4
2148,2,1,0,1,0
2149,3,1,1,0,1
2150,3,4,3,3,1
2151,0,2,2,3,4
2152,3,4,4,1,3
2153,0,4,3,2,2
2154,0,1,5,2,2
2155,3,1,3,3,1
2156,1,0,4,5,3
2157,3,1,0,5,1
2158,2,1,0,3,0
2159,1,4,1,3,2
2160,0,3,1,4,2
2161,3,4,0,0,0
2162,0,1,0,1,0
2163,2,3,1,2,2
2164,0,1,5,0,2
2165,0,1,0,5,0
2166,3,1,3,3,1
2167,3,3,0,5,0
2168,3,0,1,3,1
2169,1,1,3,5,2
2170,0,1,5,2,2
2171,5,2,2,0,4
2172,0,1,5,5,2
2173,0,1,1,1,2
2174,3,1,0,1,1
2175,3,1,1,4,1
2176,0,0,0,1,0
2177,0,1,5,4,2
2178,0,4,4,5,3
2179,3,3,4,0,3
2180,3,1,5,5,1
2181,3,0,1,3,1
2182,3,1,0,2,1
2183,0,0,0,2,0
2184,0,4,1,3,2
2185,0,3,5,1,2
2186,1,2,2,4,4
2187,0,4,0,1,0
2188,3,0,1,3,1
2189,3,0,1,3,1
2190,3,1,0,1,1
2191,0,5,5,0,2
2192,0,1,1,3,2
2193,2,0,0,0,0
2194,0,0,1,3,2
2195,3,1,0,5,1
2196,2,0,0,5,0
2197,0,1,5,1,2
2198,0,1,1,3,2
2199,1,5,4,2,3
2200,3,3,0,0,0
2201,0,0,0,1,0
2202,1,1,3,4,2
2203,3,4,1,4,1
2204,0,1,3,4,2
2205,0,2,2,3,4
2206,0,1,1,1,2
2207,0,1,0,3,0
2208,0,1,3,5,2
2209,0,1,0,5,0
2210,0,1,5,2,2
2211,0,0,5,0,2
2212,1,0,0,2,0
2213,3,2,2,4,4
2214,3,3,1,2,1
2215,3,0,0,3,0
2216,3,1,5,5,1
2217,0,1,0,5,0
2218,3,3,1,4,1
2219,0,5,4,1,3
